sid,season,name,issued_time,tcws_1,tcws_2,tcws_3,tcws_4,tcws_5
24-TC01,2024,AGHON,2024-05-29 05:00:00,,,,,
24-TC01,2024,AGHON,2024-05-29 11:00:00,,,,,
24-TC01,2024,AGHON,2024-05-29 17:00:00,,,,,
24-TC02,2024,BUTCHOY,2024-07-19 23:00:00,,,,,
24-TC02,2024,BUTCHOY,2024-07-20 05:00:00,,,,,
24-TC02,2024,BUTCHOY,2024-07-20 11:00:00,,,,,
24-TC03,2024,CARINA,2024-07-19 23:00:00,,,,,
24-TC03,2024,CARINA,2024-07-20 05:00:00,,,,,
24-TC03,2024,CARINA,2024-07-20 11:00:00,,,,,
24-TC03,2024,CARINA,2024-07-20 17:00:00,,,,,
24-TC03,2024,CARINA,2024-07-20 23:00:00,,,,,
24-TC03,2024,CARINA,2024-07-21 05:00:00,,,,,
24-TC03,2024,CARINA,2024-07-21 11:00:00,,,,,
24-TC03,2024,CARINA,2024-07-21 17:00:00,,,,,
24-TC03,2024,CARINA,2024-07-21 23:00:00,Cagayan,,,,
24-TC03,2024,CARINA,2024-07-22 05:00:00,Isabela,,,,
24-TC03,2024,CARINA,2024-07-22 11:00:00,Camiguin; Isabela,,,,
24-TC03,2024,CARINA,2024-07-22 17:00:00,Camiguin; Isabela,,,,
24-TC03,2024,CARINA,2024-07-22 23:00:00,Apayao,,,,
24-TC03,2024,CARINA,2024-07-23 05:00:00,Apayao,,,,
24-TC03,2024,CARINA,2024-07-23 11:00:00,Ilocos Norte; Apayao; Aurora,Batanes,,,
24-TC03,2024,CARINA,2024-07-23 17:00:00,Ilocos Norte; Apayao,Batanes,,,
24-TC03,2024,CARINA,2024-07-23 23:00:00,Ilocos Norte,Batanes,,,
24-TC03,2024,CARINA,2024-07-24 05:00:00,Ilocos Norte,Batanes,,,
24-TC03,2024,CARINA,2024-07-24 11:00:00,Ilocos Norte,Batanes,,,
24-TC03,2024,CARINA,2024-07-24 17:00:00,Ilocos Norte,Batanes,,,
24-TC03,2024,CARINA,2024-07-24 23:00:00,Ilocos Norte,Batanes,,,
24-TC03,2024,CARINA,2024-07-25 05:00:00,Batanes,,,,
24-TC03,2024,CARINA,2024-07-25 11:00:00,Batanes,,,,
24-TC03,2024,CARINA,2024-07-25 17:00:00,Batanes,,,,
24-TC03,2024,CARINA,2024-07-25 23:00:00,,,,,
24-TC04,2024,DINDO,2024-08-18 23:00:00,,,,,
24-TC04,2024,DINDO,2024-08-19 05:00:00,,,,,
24-TC04,2024,DINDO,2024-08-19 11:00:00,,,,,
24-TC05,2024,ENTENG,2024-09-01 11:00:00,Leyte,,,,
24-TC05,2024,ENTENG,2024-09-01 14:00:00,Leyte,,,,
24-TC05,2024,ENTENG,2024-09-01 17:00:00,Quezon; Leyte,,,,
24-TC05,2024,ENTENG,2024-09-01 20:00:00,Aurora; Quezon,,,,
24-TC05,2024,ENTENG,2024-09-01 23:00:00,Nueva Vizcaya; Quirino; Aurora,Isabela,,,
24-TC05,2024,ENTENG,2024-09-02 02:00:00,Northern Samar; Aurora; Quezon,Catanduanes; Cagayan; Isabela,,,
24-TC05,2024,ENTENG,2024-09-02 05:00:00,Bulacan; Laguna,Isabela; Rizal,,,
24-TC05,2024,ENTENG,2024-09-02 08:00:00,Bulacan,Isabela; Quirino,,,
24-TC05,2024,ENTENG,2024-09-02 11:00:00,NCR,Camarines Norte; Isabela; Quirino; Aurora,,,
24-TC05,2024,ENTENG,2024-09-02 14:00:00,,Camarines Norte; Aurora,,,
24-TC05,2024,ENTENG,2024-09-02 17:00:00,NCR,Cagayan; Isabela; Quirino; Aurora,,,
24-TC05,2024,ENTENG,2024-09-02 20:00:00,Mountain Province; Nueva Vizcaya; Nueva Ecija; Benguet; Aurora,Cagayan; Isabela; Quirino; Ifugao,,,
24-TC05,2024,ENTENG,2024-09-02 23:00:00,Nueva Ecija; Aurora,Mountain Province; Cagayan; Isabela; Kalinga; Quirino; Apayao; Ifugao; Abra,,,
24-TC05,2024,ENTENG,2024-09-03 02:00:00,Nueva Ecija,Aurora; Quezon,,,
24-TC05,2024,ENTENG,2024-09-03 05:00:00,Nueva Vizcaya; Isabela,Cagayan; Rizal,,,
24-TC05,2024,ENTENG,2024-09-03 08:00:00,Aurora; Quezon,Cagayan; Kalinga; Rizal,,,
24-TC05,2024,ENTENG,2024-09-03 11:00:00,Benguet,NCR; Ilocos Sur,,,
24-TC05,2024,ENTENG,2024-09-03 17:00:00,NCR; Abra,,,,
24-TC05,2024,ENTENG,2024-09-03 23:00:00,NCR; Abra,,,,
24-TC05,2024,ENTENG,2024-09-04 05:00:00,,,,,
24-TC06,2024,FERDIE,2024-09-13 23:00:00,,,,,
24-TC06,2024,FERDIE,2024-09-14 05:00:00,,,,,
24-TC07,2024,GENER,2024-09-16 08:00:00,Kalinga; Apayao,,,,
24-TC07,2024,GENER,2024-09-16 11:00:00,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Zambales; Benguet; Kalinga; Aurora; Ifugao; Quezon; Tarlac; Abra,,,,
24-TC07,2024,GENER,2024-09-16 14:00:00,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Zambales; Benguet; Kalinga; Aurora; Ifugao; Quezon; Tarlac; Abra,,,,
24-TC07,2024,GENER,2024-09-16 17:00:00,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Zambales; Benguet; Kalinga; Aurora; Ifugao; Quezon; Tarlac; Abra,,,,
24-TC07,2024,GENER,2024-09-16 20:00:00,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Zambales; Benguet; Kalinga; Aurora; Ifugao; Quezon; Tarlac; Abra,,,,
24-TC07,2024,GENER,2024-09-16 23:00:00,Pampanga,,,,
24-TC07,2024,GENER,2024-09-17 02:00:00,,,,,
24-TC07,2024,GENER,2024-09-17 05:00:00,Quezon; Rizal,,,,
24-TC07,2024,GENER,2024-09-17 08:00:00,Quezon; Rizal,,,,
24-TC07,2024,GENER,2024-09-17 11:00:00,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Pampanga; Zambales; Benguet; Kalinga; Ifugao; Tarlac; Abra,,,,
24-TC07,2024,GENER,2024-09-17 14:00:00,Ilocos Norte; Ilocos Sur; Pangasinan; La Union; Benguet; Apayao; Abra,,,,
24-TC07,2024,GENER,2024-09-17 17:00:00,,,,,
24-TC07,2024,GENER,2024-09-17 23:00:00,,,,,
24-TC07,2024,GENER,2024-09-18 05:00:00,,,,,
24-TC08,2024,HELEN,2024-09-17 23:00:00,,,,,
24-TC08,2024,HELEN,2024-09-18 05:00:00,,,,,
24-TC08,2024,HELEN,2024-09-18 11:00:00,,,,,
24-TC08,2024,HELEN,2024-09-18 17:00:00,,,,,
24-TC08,2024,HELEN,2024-09-18 23:00:00,,,,,
24-TC09,2024,IGME,2024-09-20 17:00:00,Batanes,,,,
24-TC09,2024,IGME,2024-09-20 23:00:00,,,,,
24-TC09,2024,IGME,2024-09-21 05:00:00,,,,,
24-TC10,2024,JULIAN,2024-09-27 05:00:00,,,,,
24-TC10,2024,JULIAN,2024-09-27 11:00:00,,,,,
24-TC10,2024,JULIAN,2024-09-27 17:00:00,,,,,
24-TC10,2024,JULIAN,2024-09-27 23:00:00,Apayao,,,,
24-TC10,2024,JULIAN,2024-09-28 05:00:00,Apayao,,,,
24-TC10,2024,JULIAN,2024-09-28 11:00:00,Ilocos Norte; Isabela; Apayao,,,,
24-TC10,2024,JULIAN,2024-09-28 17:00:00,Mountain Province; Ilocos Norte; Aurora; Ifugao,,,,
24-TC10,2024,JULIAN,2024-09-28 23:00:00,NCR; Ilocos Norte; Ilocos Sur; Ifugao,,,,
24-TC10,2024,JULIAN,2024-09-29 05:00:00,NCR; Ilocos Norte; Ilocos Sur; Ifugao,Camiguin; Cagayan,,,
24-TC10,2024,JULIAN,2024-09-29 11:00:00,Benguet; Aurora,Camiguin,,,
24-TC10,2024,JULIAN,2024-09-29 14:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino,Ilocos Norte,,,
24-TC10,2024,JULIAN,2024-09-29 17:00:00,Aurora,Ilocos Norte,Batanes,,
24-TC10,2024,JULIAN,2024-09-29 20:00:00,Aurora,Ilocos Norte; Cagayan; Apayao,,Batanes,
24-TC10,2024,JULIAN,2024-09-29 23:00:00,Aurora,Ilocos Norte; Cagayan; Apayao,,Batanes,
24-TC10,2024,JULIAN,2024-09-30 02:00:00,,Ilocos Norte; Apayao,Cagayan,Batanes,
24-TC10,2024,JULIAN,2024-09-30 05:00:00,,Ilocos Norte; Apayao,Cagayan,Batanes,
24-TC10,2024,JULIAN,2024-09-30 08:00:00,,Ilocos Norte; Kalinga; Rizal,Cagayan,Batanes,
24-TC10,2024,JULIAN,2024-09-30 11:00:00,,NCR,Cagayan,Batanes,
24-TC10,2024,JULIAN,2024-09-30 14:00:00,Nueva Ecija; Aurora; Rizal,NCR,,Batanes,
24-TC10,2024,JULIAN,2024-09-30 17:00:00,Nueva Vizcaya; Nueva Ecija; Isabela; Quirino; Aurora,Ilocos Norte; Ilocos Sur; Kalinga; Abra,,Batanes,
24-TC10,2024,JULIAN,2024-09-30 23:00:00,Nueva Vizcaya; Nueva Ecija; Isabela; Quirino; Aurora,Cagayan,Batanes,,
24-TC10,2024,JULIAN,2024-10-01 05:00:00,Nueva Vizcaya; Nueva Ecija; Isabela; Quirino; Aurora,Cagayan,,,
24-TC10,2024,JULIAN,2024-10-01 11:00:00,Nueva Vizcaya; Nueva Ecija; Isabela; Quirino; Aurora,Cagayan,,,
24-TC10,2024,JULIAN,2024-10-01 17:00:00,Isabela; Aurora; Quezon,,,,
24-TC10,2024,JULIAN,2024-10-01 23:00:00,Mountain Province; Ilocos Norte; Ilocos Sur,,,,
24-TC10,2024,JULIAN,2024-10-02 05:00:00,Cagayan,,,,
24-TC10,2024,JULIAN,2024-10-02 11:00:00,Cagayan,,,,
24-TC10,2024,JULIAN,2024-10-02 17:00:00,Ilocos Norte,,,,
24-TC10,2024,JULIAN,2024-10-02 23:00:00,Batanes,,,,
24-TC10,2024,JULIAN,2024-10-03 05:00:00,Batanes,,,,
24-TC10,2024,JULIAN,2024-10-03 11:00:00,Batanes,,,,
24-TC10,2024,JULIAN,2024-10-03 17:00:00,,,,,
24-TC10,2024,JULIAN,2024-10-03 23:00:00,,,,,
24-TC10,2024,JULIAN,2024-10-04 05:00:00,,,,,
24-TC11,2024,KRISTINE,2024-10-21 05:00:00,Eastern Samar; Catanduanes,,,,
24-TC11,2024,KRISTINE,2024-10-21 11:00:00,Camarines Norte; Southern Leyte; Eastern Samar; Sorsogon; Biliran; Quezon; Leyte,,,,
24-TC11,2024,KRISTINE,2024-10-21 17:00:00,Surigao Del Norte; Biliran; Quezon; Leyte,,,,
24-TC11,2024,KRISTINE,2024-10-21 23:00:00,Surigao Del Norte; Biliran; Leyte,,,,
24-TC11,2024,KRISTINE,2024-10-22 05:00:00,Surigao Del Norte; Biliran; Quezon; Leyte,,,,
24-TC11,2024,KRISTINE,2024-10-22 11:00:00,NCR; Batangas; Biliran; Bulacan; Masbate; Cavite; Laguna; Quezon; Leyte; Rizal,Catanduanes,,,
24-TC11,2024,KRISTINE,2024-10-22 17:00:00,Southern Leyte; Biliran; Quezon; Leyte; Rizal,Eastern Samar; Albay,,,
24-TC11,2024,KRISTINE,2024-10-22 23:00:00,NCR; Occidental Mindoro; Oriental Mindoro; Batangas; Cavite; Laguna; Quezon; Rizal,Camarines Sur; Eastern Samar,,,
24-TC11,2024,KRISTINE,2024-10-23 05:00:00,Occidental Mindoro; Oriental Mindoro; Marinduque; Romblon; Cebu,Camarines Norte; Quezon,,,
24-TC11,2024,KRISTINE,2024-10-23 08:00:00,Oriental Mindoro; Marinduque; Romblon; Cebu,Quezon,,,
24-TC11,2024,KRISTINE,2024-10-23 11:00:00,Marinduque; Sorsogon; Romblon; Cebu,NCR; Pampanga; Zambales; Bulacan; Bataan; Tarlac,,,
24-TC11,2024,KRISTINE,2024-10-23 14:00:00,Marinduque; Sorsogon; Romblon; Cebu,NCR; Pampanga; Zambales; Bulacan; Bataan; Tarlac,,,
24-TC11,2024,KRISTINE,2024-10-23 17:00:00,Marinduque; Sorsogon; Romblon; Albay; Cebu,NCR; Pampanga; Zambales; Bulacan; Bataan; Cavite; Laguna; Tarlac; Rizal,Nueva Ecija; Pangasinan; La Union,,
24-TC11,2024,KRISTINE,2024-10-23 20:00:00,Palawan; Cebu,NCR; Batangas; Pampanga; Zambales; Bulacan; Bataan; Cavite; Laguna; Quezon; Tarlac; Rizal,Nueva Ecija; Pangasinan; La Union,,
24-TC11,2024,KRISTINE,2024-10-23 23:00:00,Eastern Samar,Quezon,Tarlac; Rizal,,
24-TC11,2024,KRISTINE,2024-10-24 02:00:00,Eastern Samar,Quezon,Tarlac; Rizal,,
24-TC11,2024,KRISTINE,2024-10-24 05:00:00,Northern Samar; Biliran; Cebu,NCR; Batangas; Zambales; Bataan; Cavite; Laguna; Quezon,Tarlac; Rizal,,
24-TC11,2024,KRISTINE,2024-10-24 08:00:00,Biliran,NCR; Batangas; Zambales; Bataan; Cavite; Laguna; Quezon,Tarlac; Rizal,,
24-TC11,2024,KRISTINE,2024-10-24 11:00:00,,NCR; Batangas; Cavite; Laguna; Rizal,Quirino,,
24-TC11,2024,KRISTINE,2024-10-24 14:00:00,Northern Samar,NCR; Batangas; Pampanga; Bulacan; Cavite; Rizal,Ilocos Sur; Pangasinan; La Union; Benguet,,
24-TC11,2024,KRISTINE,2024-10-24 17:00:00,Northern Samar,Mountain Province; Ilocos Norte; Nueva Ecija; Zambales; Benguet; Aurora; Ifugao; Tarlac,Ilocos Sur; Pangasinan; La Union,,
24-TC11,2024,KRISTINE,2024-10-24 20:00:00,Camarines Norte; Camarines Sur; Catanduanes; Palawan,Cavite,,,
24-TC11,2024,KRISTINE,2024-10-24 23:00:00,Camarines Norte; Palawan,Cavite,,,
24-TC11,2024,KRISTINE,2024-10-25 02:00:00,Camarines Norte; Palawan,Cavite,,,
24-TC11,2024,KRISTINE,2024-10-25 05:00:00,Camarines Norte; Camarines Sur; Catanduanes; Sorsogon; Iloilo; Albay,Cavite,,,
24-TC11,2024,KRISTINE,2024-10-25 11:00:00,Occidental Mindoro; Oriental Mindoro; Marinduque; Antique; Palawan; Romblon; Quezon; Rizal,Mountain Province; Ilocos Norte; Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Pampanga; Zambales; Benguet; Kalinga; Apayao; Bataan; Ifugao; Tarlac; Abra,,,
24-TC11,2024,KRISTINE,2024-10-25 17:00:00,NCR; Nueva Ecija; Pampanga; Zambales; Bulacan; Bataan; Cavite; Tarlac; Rizal,,,,
24-TC11,2024,KRISTINE,2024-10-25 23:00:00,,,,,
24-TC12,2024,LEON,2024-10-26 23:00:00,,,,,
24-TC12,2024,LEON,2024-10-27 05:00:00,,,,,
24-TC12,2024,LEON,2024-10-27 11:00:00,,,,,
24-TC12,2024,LEON,2024-10-27 17:00:00,,,,,
24-TC12,2024,LEON,2024-10-27 23:00:00,,,,,
24-TC12,2024,LEON,2024-10-28 05:00:00,,,,,
24-TC12,2024,LEON,2024-10-28 11:00:00,Catanduanes; Quirino; Aurora; Ifugao,,,,
24-TC12,2024,LEON,2024-10-28 17:00:00,Camarines Norte,,,,
24-TC12,2024,LEON,2024-10-28 23:00:00,Camarines Norte; Camarines Sur,,,,
24-TC12,2024,LEON,2024-10-29 05:00:00,Camarines Sur; Catanduanes,,,,
24-TC12,2024,LEON,2024-10-29 11:00:00,Camarines Norte; Camarines Sur; Catanduanes; Albay,Isabela,,,
24-TC12,2024,LEON,2024-10-29 17:00:00,Camarines Norte; Camarines Sur; Catanduanes; Quezon; Albay,Kalinga; Quirino; Apayao; Rizal; Abra,,,
24-TC12,2024,LEON,2024-10-29 23:00:00,Camarines Norte; Camarines Sur; Quezon,Kalinga; Apayao; Aurora,,,
24-TC12,2024,LEON,2024-10-30 05:00:00,Camarines Norte; Bulacan; Quezon,Kalinga; Apayao; Aurora,Batanes,,
24-TC12,2024,LEON,2024-10-30 11:00:00,Camarines Norte; Bulacan; Quezon,Kalinga; Quirino; Apayao; Aurora; Abra,Camiguin; Batanes; Cagayan,,
24-TC12,2024,LEON,2024-10-30 14:00:00,Camarines Norte; Bulacan; Quezon,Kalinga; Quirino; Apayao; Aurora; Abra,Camiguin; Cagayan,Batanes,
24-TC12,2024,LEON,2024-10-30 17:00:00,Nueva Ecija; Ilocos Sur; Pangasinan; La Union; Benguet; Aurora; Tarlac,NCR; Kalinga; Apayao; Abra,Camiguin; Cagayan,Batanes,
24-TC12,2024,LEON,2024-10-30 20:00:00,Aurora; Tarlac,NCR; Kalinga; Apayao; Abra,Camiguin; Cagayan,Batanes,
24-TC12,2024,LEON,2024-10-30 23:00:00,,Kalinga; Quirino; Apayao; Rizal; Abra,Camiguin; Cagayan,,Batanes
24-TC12,2024,LEON,2024-10-31 02:00:00,,Kalinga; Quirino; Apayao; Rizal; Abra,Camiguin; Cagayan,,Batanes
24-TC12,2024,LEON,2024-10-31 05:00:00,Mountain Province; Ilocos Sur; La Union; Benguet; Kalinga; Aurora; Ifugao; Quezon; Abra,Ilocos Norte; Cagayan; Isabela; Apayao,,,Batanes
24-TC12,2024,LEON,2024-10-31 08:00:00,Ilocos Sur; Benguet; Ifugao,Ilocos Norte; Apayao,,Batanes,
24-TC12,2024,LEON,2024-10-31 11:00:00,Ilocos Norte; Ilocos Sur; Benguet; Ifugao,,Batanes,,
24-TC12,2024,LEON,2024-10-31 17:00:00,Ilocos Norte,Batanes,,,
24-TC12,2024,LEON,2024-10-31 23:00:00,,,,,
24-TC12,2024,LEON,2024-11-01 05:00:00,,,,,
24-TC13,2024,MARCE,2024-11-04 05:00:00,,,,,
24-TC13,2024,MARCE,2024-11-04 11:00:00,,,,,
24-TC13,2024,MARCE,2024-11-04 17:00:00,,,,,
24-TC13,2024,MARCE,2024-11-04 23:00:00,Isabela,,,,
24-TC13,2024,MARCE,2024-11-05 05:00:00,Apayao,,,,
24-TC13,2024,MARCE,2024-11-05 11:00:00,Quirino; Quezon,,,,
24-TC13,2024,MARCE,2024-11-05 17:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora; Ifugao,,,,
24-TC13,2024,MARCE,2024-11-05 23:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora; Ifugao,Cagayan,,,
24-TC13,2024,MARCE,2024-11-06 05:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora; Ifugao,Cagayan,,,
24-TC13,2024,MARCE,2024-11-06 08:00:00,Nueva Vizcaya; Isabela; Quirino,Cagayan,,,
24-TC13,2024,MARCE,2024-11-06 11:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora,Apayao; Rizal,Cagayan,,
24-TC13,2024,MARCE,2024-11-06 14:00:00,Mountain Province; Nueva Vizcaya; Benguet; Isabela; Kalinga; Quirino; Aurora; Ifugao,NCR; Ilocos Norte; Ilocos Sur; Rizal; Abra,Cagayan,,
24-TC13,2024,MARCE,2024-11-06 17:00:00,Mountain Province; Nueva Vizcaya; Benguet; Isabela; Kalinga; Quirino; Aurora; Ifugao,NCR; Ilocos Norte; Ilocos Sur; Rizal; Abra,Cagayan,,
24-TC13,2024,MARCE,2024-11-06 20:00:00,Mountain Province; Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora; Ifugao,NCR; Ilocos Norte; Ilocos Sur; Kalinga,Camiguin; Apayao; Rizal,,
24-TC13,2024,MARCE,2024-11-06 23:00:00,Nueva Vizcaya; Benguet; Isabela; Quirino; Aurora; Ifugao,NCR; Mountain Province; Ilocos Norte; Ilocos Sur; Kalinga,Apayao; Rizal,,
24-TC13,2024,MARCE,2024-11-07 02:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino; Aurora,NCR; Ilocos Sur,Ilocos Norte; Cagayan; Apayao,Camiguin,
24-TC13,2024,MARCE,2024-11-07 05:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Benguet; Kalinga; Aurora; Ifugao,Ilocos Norte; Batanes; Cagayan; Abra,Apayao,
24-TC13,2024,MARCE,2024-11-07 08:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR; Ilocos Sur; Abra,Ilocos Norte; Apayao,
24-TC13,2024,MARCE,2024-11-07 11:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR; Ilocos Sur; Abra,Apayao,
24-TC13,2024,MARCE,2024-11-07 14:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR; Ilocos Sur; Abra,Apayao,
24-TC13,2024,MARCE,2024-11-07 17:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR; Ilocos Sur; Abra,Apayao,
24-TC13,2024,MARCE,2024-11-07 20:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR; Ilocos Sur; Abra,Ilocos Norte; Apayao,
24-TC13,2024,MARCE,2024-11-07 23:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Isabela; Quirino; Aurora,Mountain Province; Kalinga; Ifugao; Abra,NCR; Ilocos Sur,Camiguin; Apayao,
24-TC13,2024,MARCE,2024-11-08 02:00:00,Nueva Vizcaya; Nueva Ecija; Zambales; Isabela; Quirino,Mountain Province; Kalinga; Aurora; Ifugao,NCR,Ilocos Norte; Ilocos Sur; Apayao; Abra,
24-TC13,2024,MARCE,2024-11-08 05:00:00,Nueva Ecija; Zambales,Mountain Province; Kalinga; Aurora; Ifugao,NCR,Cagayan; Apayao; Abra,
24-TC13,2024,MARCE,2024-11-08 08:00:00,Mountain Province; La Union; Benguet; Quirino; Ifugao,Kalinga; Apayao; Abra,Ilocos Sur,,
24-TC13,2024,MARCE,2024-11-08 11:00:00,Mountain Province; La Union; Benguet; Kalinga; Quirino; Apayao; Ifugao,NCR; Ilocos Sur,,,
24-TC13,2024,MARCE,2024-11-08 17:00:00,,,,,
24-TC14,2024,NIKA,2024-11-09 11:00:00,Catanduanes,,,,
24-TC14,2024,NIKA,2024-11-09 17:00:00,Camarines Norte; Camarines Sur; Catanduanes; Quezon; Albay,,,,
24-TC14,2024,NIKA,2024-11-09 23:00:00,Quezon,,,,
24-TC14,2024,NIKA,2024-11-10 05:00:00,Quezon,Isabela; Aurora,,,
24-TC14,2024,NIKA,2024-11-10 11:00:00,NCR; Laguna; Rizal,Mountain Province; Nueva Vizcaya; Cagayan; Isabela; Kalinga; Quirino; Aurora; Ifugao,,,
24-TC14,2024,NIKA,2024-11-10 14:00:00,,Mountain Province; Nueva Vizcaya; Benguet; Kalinga; Ifugao,,,
24-TC14,2024,NIKA,2024-11-10 17:00:00,Quezon,Nueva Ecija; Ilocos Sur,,,
24-TC14,2024,NIKA,2024-11-10 20:00:00,Quezon,Cagayan; Quirino; Rizal,Isabela; Aurora,,
24-TC14,2024,NIKA,2024-11-10 23:00:00,Quezon,Rizal,Mountain Province; Kalinga; Quirino; Aurora; Ifugao,,
24-TC14,2024,NIKA,2024-11-11 02:00:00,,,Nueva Vizcaya; Kalinga; Quirino; Apayao; Quezon; Abra,,
24-TC14,2024,NIKA,2024-11-11 05:00:00,,Ilocos Norte; Benguet,Cagayan; Kalinga; Apayao; Rizal,Abra,
24-TC14,2024,NIKA,2024-11-11 08:00:00,,Ilocos Norte; Pangasinan; La Union; Benguet; Quirino,Cagayan; Apayao; Ifugao; Rizal; Abra,NCR,
24-TC14,2024,NIKA,2024-11-11 11:00:00,Laguna,Ilocos Norte; Pangasinan; La Union; Benguet; Quirino,Cagayan; Apayao; Ifugao; Rizal; Abra,NCR,
24-TC14,2024,NIKA,2024-11-11 14:00:00,,Ilocos Norte; Pangasinan; La Union; Benguet; Quirino,Cagayan; Apayao; Ifugao; Rizal; Abra,NCR,
24-TC14,2024,NIKA,2024-11-11 17:00:00,Zambales,Nueva Vizcaya; Ilocos Norte; Pangasinan; La Union; Benguet; Apayao,Cagayan; Quirino; Aurora; Quezon,NCR; Ilocos Sur,
24-TC14,2024,NIKA,2024-11-11 20:00:00,Nueva Ecija; Zambales; Tarlac,Nueva Vizcaya; Quirino,Mountain Province; Ilocos Norte; Benguet; Ifugao,,
